Article Title,author,Abstract,note,year,month,doi,howpublished,Document Type,ID,include,reason
Can Querying for Bias Leak Protected Attributes? AchievingPrivacyWith Smooth Sensitivity,"Hamman, Faisal AND Chen, Jiahao AND Dutta, Sanghamitra","Existing regulations prohibit model developers from accessing protected attributes (gender, race, etc.), often resulting infairnessassessments on populations without knowing their protected groups. In such scenarios, institutions often adopt a separation between the model developers (who train models with no access to the protected attributes) and a compliance team (who may have access to the entire dataset forauditingpurposes). However, the model developers might be allowed to test their models for bias by querying the compliance team for groupfairnessmetrics. In this paper, we first demonstrate that simply querying forfairnessmetrics, such as statistical parity and equalized odds can leak the protected attributes of individuals to the model developers. We demonstrate that there always exist strategies by which the model developers can identify the protected attribute of a targeted individual in the test dataset from just a single query. In particular, we show that one can reconstruct the protected attributes of all the individuals from O(Nk \log( n /Nk)) queries when Nk<<n using techniques from compressed sensing (n: size of the test dataset, Nk: size of smallest group). Our results pose an interesting debate in algorithmicfairness: should querying forfairnessmetrics be viewed as a neutral-valued solution to ensure compliance with regulations? Or, does it constitute a violation of regulations andprivacyif the number of queries answered is enough for the model developers to identify the protected attributes of specific individuals? To address this supposed violation, we also propose Attribute-Conceal, a novel technique that achieves differentialprivacyby calibrating noise to the smooth sensitivity of our bias query, outperforming naive techniques such as the Laplace mechanism. We also include experimental results on the Adult dataset and synthetic data.","Published in 2023 ACM Conference onFairness, Accountability, and Transparency (FAccT2023)",2023,jun,https://doi.org/10.48550/arXiv.2211.02139,\url{https://arxiv.org/pdf/2211.02139},ARTICLE,Hamman2023,no,not auditing OF AI
A Comprehensive Survey on Trustworthy Recommender Systems,"Fan, Wenqi AND Zhao, Xiangyu AND Chen, Xiao AND Su, Jingran AND Gao, Jingtong AND Wang, Lin AND Liu, Qidong AND Wang, Yiqi AND Xu, Han AND Chen, Lei AND Li, Qing","As one of the most successful AI-powered applications, recommender systems aim to help people make appropriate decisions in an effective and efficient way, by providing personalized suggestions in many aspects of our lives, especially for various human-oriented online services such as e-commerce platforms and social media sites. In the past few decades, the rapid developments of recommender systems have significantly benefited human by creating economic value, saving time and effort, and promoting social good. However, recent studies have found that data-driven recommender systems can pose serious threats to users and society, such as spreading fake news to manipulate public opinion in social media sites, amplifying unfairness toward under-represented groups or individuals in job matching services, or inferringprivacyinformation from recommendation results. Therefore, systems' trustworthiness has been attracting increasing attention from various aspects for mitigating negative impacts caused by recommender systems, so as to enhance the public's trust towards recommender systems techniques. In this survey, we provide a comprehensive overview of Trustworthy Recommender systems (TRec) with a specific focus on six of the most important aspects; namely, Safety & Robustness, Nondiscrimination &Fairness, Explainability,Privacy, Environmental Well-being, and Accountability &Auditability. For each aspect, we summarize the recent related technologies and discuss potential research directions to help achieve trustworthy recommender systems in the future.",,2022,sep,https://doi.org/10.48550/arXiv.2209.10117,\url{https://arxiv.org/pdf/2209.10117},ARTICLE,Fan2022,no,survey or review
Having yourPrivacyCake and Eating it Too: Platform-supportedAuditingof Social Media Algorithms for Public Interest,"Imana, Basileal AND Korolova, Aleksandra AND Heidemann, John","Social media platforms curate access to information and opportunities, and so play a critical role in shaping public discourse today. The opaque nature of the algorithms these platforms use to curate content raises societal questions. Prior studies have used black-box methods to show that these algorithms can lead to biased or discriminatory outcomes. However, existingauditingmethods face fundamental limitations because they function independent of the platforms. Concerns of potential harm have prompted proposal of legislation in both the U.S. and the E.U. to mandate a new form ofauditingwhere vetted external researchers get privileged access to social media platforms. Unfortunately, to date there have been no concrete technical proposals to provide suchauditing, becauseauditingat scale risks disclosure of users'privatedata and platforms' proprietary algorithms. We propose a new method for platform-supportedauditingthat can meet the goals of the proposed legislation. Our first contribution is to enumerate the challenges of existingauditingmethods to implement these policies at scale. Second, we suggest that limited, privileged access to relevance estimators is the key to enabling generalizable platform-supportedauditingby external researchers. Third, we show platform-supportedauditingneed not risk userprivacynor disclosure of platforms' business interests by proposing anauditingframework that protects against these risks. For a particularfairnessmetric, we show that ensuringprivacyimposes only a small constant factor increase (6.34x as an upper bound, and 4x for typical parameters) in the number of samples required for accurateauditing. Our technical contributions, combined with ongoing legal and policy efforts, can enable public oversight into how social media platforms affect individuals and society by moving past theprivacy-vs-transparency hurdle.",,2023,mar,https://doi.org/10.48550/arXiv.2207.08773,\url{https://arxiv.org/pdf/2207.08773},ARTICLE,Imana2023,yes,
PASS: A ParameterAudit-based Secure andFairFederated Learning Scheme against Free-Rider Attack,"Wang, Jianhua AND Chang, Xiaolin AND Mišić, Jelena AND Mišić, B., Vojislav AND Wang, Yixiang","Federated Learning (FL) as a secure distributed learning framework gains interests in Internet of Things (IoT) due to its capability of protecting theprivacyof participant data. However, traditional FL systems are vulnerable to Free-Rider (FR) attacks, which causes unfairness,privacyleakage and inferior performance to FL systems. The prior defense mechanisms against FR attacks assumed that malicious clients (namely, adversaries) declare less than 50% of the total amount of clients. Moreover, they aimed for Anonymous FR (AFR) attacks and lost effectiveness in resisting Selfish FR (SFR) attacks. In this paper, we propose a ParameterAudit-based Secure andfairfederated learning Scheme (PASS) against FR attack. PASS has the following key features: (a) prevent fromprivacyleakage with less accuracy loss; (b) be effective in countering both AFR and SFR attacks; (c) work well no matter whether AFR and SFR adversaries occupy the majority of clients or not. Extensive experimental results validate that PASS: (a) has the same level as the State-Of-The-Art method in mean square error againstprivacyleakage; (b) defends against AFR and SFR attacks in terms of a higher defense success rate, lower false positive rate, and higher F1-score; (c) is still effective where adversaries exceed 50%, with F1-score 89% against AFR attack and F1-score 87% against SFR attack. Note that PASS produces no negative effect on FL accuracy when there is no FR adversary.","11 pages, 13 figures, 5 tables. Accepted by IoTJ. For associated file, see early access https://ieeexplore.ieee.org/document/10160204",2023,jun,https://doi.org/10.48550/arXiv.2207.07292,\url{https://arxiv.org/pdf/2207.07292},ARTICLE,Wang2023,no,is this a FL sheme even though it is called parameter audit
PrivFair: a Library forPrivacy-PreservingFairnessAuditing,"Pentyala, Sikha AND Melanson, David AND Cock, De, Martine AND Farnadi, Golnoosh","Machine learning (ML) has become prominent in applications that directly affect people's quality of life, including in healthcare, justice, and finance. ML models have been found to exhibit discrimination based on sensitive attributes such as gender, race, or disability. Assessing if an ML model is free of bias remains challenging to date, and by definition has to be done with sensitive user characteristics that are subject of anti-discrimination and data protection law. Existing libraries forfairnessauditingof ML models offer no mechanism to protect theprivacyof theauditdata. We present PrivFair, a library forprivacy-preservingfairnessauditsof ML models. Through the use of Secure Multiparty Computation (MPC), PrivFair protects the confidentiality of the model underauditand the sensitive data used for theaudit, hence it supports scenarios in which a proprietary classifier owned by a company isauditedusing sensitiveauditdata from an external investigator. We demonstrate the use of PrivFair for groupfairnessauditingwith tabular data or image data, without requiring the investigator to disclose their data to anyone in an unencrypted manner, or the model owner to reveal their model parameters to anyone in plaintext.",,2022,may,https://doi.org/10.48550/arXiv.2202.04058,\url{https://arxiv.org/pdf/2202.04058},ARTICLE,Pentyala2022,yes,
Dikaios:PrivacyAuditingof AlgorithmicFairnessvia Attribute Inference Attacks,"Aalmoes, Jan AND Duddu, Vasisht AND Boutet, Antoine","Machine learning (ML) models have been deployed for high-stakes applications. Due to class imbalance in the sensitive attribute observed in the datasets, ML models are unfair on minority subgroups identified by a sensitive attribute, such as race and sex. In-processingfairnessalgorithms ensure model predictions are independent of sensitive attribute. Furthermore, ML models are vulnerable to attribute inference attacks where an adversary can identify the values of sensitive attribute by exploiting their distinguishable model predictions. Despiteprivacyandfairnessbeing important pillars of trustworthy ML, theprivacyrisk introduced byfairnessalgorithms with respect to attribute leakage has not been studied. We identify attribute inference attacks as an effective measure forauditingblackboxfairnessalgorithms to enable model builder to account forprivacyandfairnessin the model design. We proposed Dikaios, aprivacyauditingtool forfairnessalgorithms for model builders which leveraged a new effective attribute inference attack that account for the class imbalance in sensitive attributes through an adaptive prediction threshold. We evaluated Dikaios to perform aprivacyauditof two in-processingfairnessalgorithms over five datasets. We show that our attribute inference attacks with adaptive prediction threshold significantly outperform prior attacks. We highlighted the limitations of in-processingfairnessalgorithms to ensure indistinguishable predictions across different values of sensitive attributes. Indeed, the attributeprivacyrisk of these in-processingfairnessschemes is highly variable according to the proportion of the sensitive attributes in the dataset. This unpredictable effect offairnessmechanisms on the attributeprivacyrisk is an important limitation on their utilization which has to be accounted by the model builder.",The paper's results and conclusions underwent significant changes. The updated paper can be found at arXiv:2211.10209,2022,nov,https://doi.org/10.48550/arXiv.2202.02242,\url{},ARTICLE,Aalmoes2022,yes,
Property Inference Attacks Against GANs,"Zhou, Junhao AND Chen, Yufei AND Shen, Chao AND Zhang, Yang","While machine learning (ML) has made tremendous progress during the past decade, recent research has shown that ML models are vulnerable to various security andprivacyattacks. So far, most of the attacks in this field focus on discriminative models, represented by classifiers. Meanwhile, little attention has been paid to the security andprivacyrisks of generative models, such as generative adversarial networks (GANs). In this paper, we propose the first set of training dataset property inference attacks against GANs. Concretely, the adversary aims to infer the macro-level training dataset property, i.e., the proportion of samples used to train a target GAN with respect to a certain attribute. A successful property inference attack can allow the adversary to gain extra knowledge of the target GAN's training dataset, thereby directly violating the intellectual property of the target model owner. Also, it can be used as afairnessauditorto check whether the target GAN is trained with a biased dataset. Besides, property inference can serve as a building block for other advanced attacks, such as membership inference. We propose a general attack pipeline that can be tailored to two attack scenarios, including the full black-box setting and partial black-box setting. For the latter, we introduce a novel optimization framework to increase the attack efficacy. Extensive experiments over four representative GAN models on five property inference tasks show that our attacks achieve strong performance. In addition, we show that our attacks can be used to enhance the performance of membership inference against GANs.",To Appear in NDSS 2022,2021,nov,https://doi.org/10.48550/arXiv.2111.07608,\url{https://arxiv.org/pdf/2111.07608},ARTICLE,Zhou2021,no,not auditing OF AI
Proposing an InteractiveAuditPipeline for VisualPrivacyResearch,"DeHart, Jasmine AND Xu, Chenguang AND Egede, Lisa AND Grant, Christan","In an ideal world, deployed machine learning models will enhance our society. We hope that those models will provide unbiased and ethical decisions that will benefit everyone. However, this is not always the case; issues arise during the data preparation process throughout the steps leading to the models' deployment. The continued use of biased datasets and processes will adversely damage communities and increase the cost of fixing the problem later. In this work, we walk through the decision-making process that a researcher should consider before, during, and after a system deployment to understand the broader impacts of their research in the community. Throughout this paper, we discussfairness,privacy, and ownership issues in the machine learning pipeline; we assert the need for a responsible human-over-the-loop methodology to bring accountability into the machine learning pipeline, and finally, reflect on the need to explore research agendas that have harmful societal impacts. We examine visualprivacyresearch and draw lessons that can apply broadly to artificial intelligence. Our goal is to systematically analyze the machine learning pipeline for visualprivacyand bias issues. We hope to raise stakeholder (e.g., researchers, modelers, corporations) awareness as these issues propagate in this pipeline's various machine learning phases.","Extended version of IEEE BigData 2021 Short Paper, 14 pages, grammar edits",2021,nov,https://doi.org/10.48550/arXiv.2111.03984,\url{https://arxiv.org/pdf/2111.03984},ARTICLE,DeHart2021,yes,
Trustworthy AI: A Computational Perspective,"Liu, Haochen AND Wang, Yiqi AND Fan, Wenqi AND Liu, Xiaorui AND Li, Yaxin AND Jain, Shaili AND Liu, Yunhao AND Jain, K., Anil AND Tang, Jiliang","In the past few decades, artificial intelligence (AI) technology has experienced swift developments, changing everyone's daily life and profoundly altering the course of human society. The intention of developing AI is to benefit humans, by reducing human labor, bringing everyday convenience to human lives, and promoting social good. However, recent research and AI applications show that AI can cause unintentional harm to humans, such as making unreliable decisions in safety-critical scenarios or underminingfairnessby inadvertently discriminating against one group. Thus, trustworthy AI has attracted immense attention recently, which requires careful consideration to avoid the adverse effects that AI may bring to humans, so that humans can fully trust and live in harmony with AI technologies.
  Recent years have witnessed a tremendous amount of research on trustworthy AI. In this survey, we present a comprehensive survey of trustworthy AI from a computational perspective, to help readers understand the latest technologies for achieving trustworthy AI. Trustworthy AI is a large and complex area, involving various dimensions. In this work, we focus on six of the most crucial dimensions in achieving trustworthy AI: (i) Safety & Robustness, (ii) Non-discrimination &Fairness, (iii) Explainability, (iv)Privacy, (v) Accountability &Auditability, and (vi) Environmental Well-Being. For each dimension, we review the recent related technologies according to a taxonomy and summarize their applications in real-world systems. We also discuss the accordant and conflicting interactions among different dimensions and discuss potential aspects for trustworthy AI to investigate in the future.",55 pages,2021,aug,https://doi.org/10.48550/arXiv.2107.06641,\url{https://arxiv.org/pdf/2107.06641},ARTICLE,Liu2021,no,survey or review
When the Umpire is also a Player: Bias inPrivateLabel Product Recommendations on E-commerce Marketplaces,"Dash, Abhisek AND Chakraborty, Abhijnan AND Ghosh, Saptarshi AND Mukherjee, Animesh AND Gummadi, P., Krishna","Algorithmic recommendations mediate interactions between millions of customers and products (in turn, their producers and sellers) on large e-commerce marketplaces like Amazon. In recent years, the producers and sellers have raised concerns about thefairnessof black-box recommendation algorithms deployed on these marketplaces. Many complaints are centered around marketplaces biasing the algorithms to preferentially favor their own `privatelabel' products over competitors. These concerns are exacerbated as marketplaces increasingly de-emphasize or replace `organic' recommendations with ad-driven `sponsored' recommendations, which include their ownprivatelabels. While these concerns have been covered in popular press and have spawned regulatory investigations, to our knowledge, there has not been any publicauditof these marketplace algorithms. In this study, we bridge this gap by performing an end-to-end systematicauditof related item recommendations on Amazon. We propose a network-centric framework to quantify and compare the biases across organic and sponsored related item recommendations. Along a number of our proposed bias measures, we find that the sponsored recommendations are significantly more biased toward Amazonprivatelabel products compared to organic recommendations. While our findings are primarily interesting to producers and sellers on Amazon, our proposed bias measures are generally useful for measuring link formation bias in any social or content networks.","This work has been accepted for presentation at the ACM Conference onFairness, Accountability, and Transparency 2021 (ACM FAccT 2021)",2021,feb,https://doi.org/10.48550/arXiv.2102.00141,\url{https://arxiv.org/pdf/2102.00141},ARTICLE,Dash2021,no,
TowardsPrivacy-assured and Lightweight On-chainAuditingof Decentralized Storage,"Du, Yuefeng AND Duan, Huayi AND Zhou, Anxin AND Wang, Cong AND Au, Ho, Man AND Wang, Qian","How toauditoutsourced data in centralized storage like cloud is well-studied, but it is largely under-explored for the rising decentralized storage network (DSN) that bodes well for a billion-dollar market. To realize DSN as a usable service in a truly decentralized manner, the blockchain comes in handy -- to record and verifyaudittrails in forms of proof of storage, and based on that, to handlefairpayments with necessary dispute resolution.
  Leaving theaudittrails on the blockchain offers transparency andfairness, yet it 1) sacrificesprivacy, as they may leak information about the data underaudit, and 2) overwhelms on-chain resources, as they may be practically large in size and expensive to verify. Priorauditingdesigns in centralized settings are not directly applicable here. A handful of proposals targeting DSN cannot satisfactorily address these issues either.
  We present anauditingsolution that addresses on-chainprivacyand efficiency, from a synergy of homomorphic linear authenticators with polynomial commitments for succinct proofs, and the sigma protocol for provableprivacy. The solution results in, peraudit, 288-byte proof written to the blockchain, and constant verification cost. It can sustain long-term operation and easily scale to thousands of users on Ethereum.",,2020,aug,https://doi.org/10.48550/arXiv.2005.05531,\url{https://arxiv.org/pdf/2005.05531},ARTICLE,Du2020,no,blockchain
Mechanism Design and Blockchains,"Mamageishvili, Akaki AND Schlegel, Christoph, Jan","Game theory is often used as a tool to analyze decentralized systems and their properties, in particular, blockchains. In this note, we take the opposite view. We argue that blockchains can and should be used to implement economic mechanisms because they can help to overcome problems that occur if trust in the mechanism designer cannot be assumed. Mechanism design deals with the allocation of resources to agents, often by extractingprivateinformation from them. Some mechanisms are immune to early information disclosure, while others may heavily depend on it. Some mechanisms have to randomize to achievefairnessand efficiency. Both issues, information disclosure, and randomness require trust in the mechanism designer. If there is no trust, mechanisms can be manipulated. We claim that mechanisms that use randomness or sequential information disclosure are much harder, if not impossible, toaudit. Therefore, centralized implementation is often not a good solution. We consider some of the most frequently used mechanisms in practice and identify circumstances under which manipulation is possible. We propose a decentralized implementation of such mechanisms, that can be, in practical terms, realized by blockchain technology. Moreover, we argue in which environments a decentralized implementation of a mechanism brings a significant advantage.",,2020,oct,https://doi.org/10.48550/arXiv.2005.02390,\url{https://arxiv.org/pdf/2005.02390},ARTICLE,Mamageishvili2020,no,blockchain
"PASTRAMI:Privacy-preserving,Auditable, Scalable & Trustworthy Auctions for Multiple Items","Król, Michał AND Sonnino, Alberto AND Tasiopoulos, Argyrios AND Psaras, Ioannis AND Rivière, Etienne","Decentralised cloud computing platforms enable individuals to offer and rent resources in a peer-to-peer fashion. They must assign resources from multiple sellers to multiple buyers and derive prices that match the interests and capacities of both parties. The assignment process must be decentralised,fairand transparent, but also protect theprivacyof buyers. We present PASTRAMI, a decentralised platform enabling trustworthy assignments of items and prices between a large number of sellers and bidders, through the support of multi-item auctions. PASTRAMI uses threshold blind signatures and commitment schemes to provide strongprivacyguarantees while making bidders accountable. It leverages the Ethereum blockchain forauditability, combining efficient off-chain computations with novel, on-chain proofs of misbehaviour. Our evaluation of PASTRAMI using Filecoin workloads show its ability to efficiently produce trustworthy assignments between thousands of buyers and sellers.",,2020,dec,https://doi.org/10.48550/arXiv.2004.06403,\url{https://arxiv.org/pdf/2004.06403},ARTICLE,Król2020,no,not auditing OF AI
Audita: A Blockchain-basedAuditingFramework for Off-chain Storage,"Francati, Danilo AND Ateniese, Giuseppe AND Faye, Abdoulaye AND Milazzo, Maria, Andrea AND Perillo, Massimo, Angelo AND Schiatti, Luca AND Giordano, Giuseppe","The cloud changed the way we manage and store data. Today, cloud storage services offer clients an infrastructure that allows them a convenient source to store, replicate, and secure data online. However, with these new capabilities also come limitations, such as lack of transparency, limited decentralization, and challenges withprivacyand security. And, as the need for more agile,privateand secure data solutions continues to grow exponentially, rethinking the current structure of cloud storage is mission-critical for enterprises. By leveraging and building upon blockchain's unique attributes, including immutability, security to the data element level, distributed (no single point of failure), we have developed a solution prototype that allows data to be reliably stored while simultaneously being secured, with tamper-evidentauditability, via blockchain. The result,Audita, is a flexible solution that assures data protection and solves challenges such as scalability andprivacy.Auditaworks via an augmented blockchain network of participants that include storage-nodes and block-creators. In addition, it provides an automatic andfairchallenge system to assure that data is distributed and reliably and provably stored. While the prototype is built on Quorum, the solution framework can be used with any blockchain platform. The benefit is a system that is built to grow along with the data needs of enterprises, while continuing to build the network via incentives and solving for issues such asauditingand outsourcing.",,2020,jul,https://doi.org/10.48550/arXiv.1911.08515,\url{https://arxiv.org/pdf/1911.08515},ARTICLE,Francati2020,no,not auditing OF AI
A Blockchain Framework for Managing and Monitoring Data in Multi-Site Clinical Trials,"Choudhury, Olivia AND Fairoza, Noor AND Sylla, Issa AND Das, Amar","The cost of conducting multi-site clinical trials has significantly increased over time, with site monitoring, data management, and amendments being key drivers. Clinical trial data management approaches typically rely on a central database, and require manual efforts to encode and maintain data capture and reporting requirements. To reduce the administrative burden, time, and effort of ensuring data integrity andprivacyin multi-site trials, we propose a novel data management framework based on permissioned blockchain technology. We demonstrate how our framework, which uses smart contracts andprivatechannels, enables confidential data communication, protocol enforcement, and and an automatedaudittrail. We compare this framework with the traditional data management approach and evaluate its effectiveness in satisfying the major requirements of multi-site clinical trials. We show that our framework ensures enforcement of IRB-related regulatory requirements across multiple sites and stakeholders.",,2019,feb,https://doi.org/10.48550/arXiv.1902.03975,\url{https://arxiv.org/pdf/1902.03975},ARTICLE,Choudhury2019,no,not auditing OF AI
PBF: A NewPrivacy-Aware Billing Framework for Online Electric Vehicles with BidirectionalAuditability,"Hussain, Rasheed AND Kim, Donghyun AND Nogueira, Michele AND Son, Junggab AND Tokuta, O., Alade AND Oh, Heekuck","Recently an online electric vehicle (OLEV) concept has been introduced, where vehicles are propelled through the wirelessly transmitted electrical power from the infrastructure installed under the road while moving. The absence of secure-and-fairbilling is one main hurdle to widely adopt this promising technology. This paper introduces a secure andprivacy-awarefairbilling framework for OLEV on the move through the charging plates installed under the road. We first propose two extreme lightweight mutual authentication mechanisms, a direct authentication and a hash chain-based authentication between vehicles and the charging plates that can be used for different vehicular speeds on the road. Second we propose a secure andprivacy-aware wireless power transfer on move for the vehicles with bidirectionalauditabilityguarantee by leveraging game-theoretic approach. Each charging plate transfers a fixed amount of energy to the vehicle and bills the vehicle in aprivacy-aware way accordingly. Our protocol guarantees secure,privacy-aware, andfairbilling mechanism for the OLEVs while receiving electric power from the road. Moreover our proposed framework can play a vital role in eliminating the security andprivacychallenges in the deployment of power transfer technology to the OLEVs.","13 pages, 7 figures",2015,apr,https://doi.org/10.48550/arXiv.1504.05276,\url{https://arxiv.org/pdf/1504.05276},ARTICLE,Hussain2015,no,not auditing OF AI
