Publication Type,Authors,Book Authors,Group Authors,Book Group Authors,Researcher Ids,ORCIDs,Book Editors,Author - Arabic,Grant Principal Investigator,Grant Co Principal Investigator,Article Title,Article Title - SciELO,Article Title - SciELO,Article Title - Chinese,Article Title - Russian,Patent Number,Patent Assignee,Source Title - Arabic,Source Title,Source Title - Korean,Book Series Title,Book Series Subtitle,Volume,Issue,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,Version,Version History,DOI,Book DOI,License Name,License URI,License Description,Early Access Date,Supplement,Document Type,Publication Date,Publication Year,Abstract,Abstract - Foreign,Abstract - English Transliteration,Abstract - Foreign,Abstract - Korean,Conference Title,Conference Date,Conference Sponsor,Conference Location,"Times Cited, WoS Core","Times Cited, CSCD","Times Cited, RSCI","Times Cited, ARCI","Times Cited, BCI","Times Cited, SCIELO","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,ISSN,eISSN,ISBN,Grant Number,No of References,Cited References,Language,Advisor,Committee Member,Copyright,Degree Name,Institution Address,Institution,Dissertation and Thesis Subjects,Author Keywords,Indexed Date,UT (Unique ID),Pubmed Id,
J,"Bourree, Jade Garcia; Lautraite, Hadrien; Gambs, Sebastien; Tredan, Gilles; Le Merrer, Erwan; Rottembourg, Benoit",,,,,,,,,,P2NIA: Privacy-Preserving Non-Iterative Auditing,,,,,,,,Arxiv,,,,,,,,,,,1,,arXiv:2504.00874,,,,,,,preprint,Apr 01 2025,2025,"The emergence of AI legislation has increased the need to assess the ethical compliance of high-risk AI systems. Traditional auditing methods rely on platforms' application programming interfaces (APIs), where responses to queries are examined through the lens of fairness requirements. However, such approaches put a significant burden on platforms, as they are forced to maintain APIs while ensuring privacy, facing the possibility of data leaks. This lack of proper collaboration between the two parties, in turn, causes a significant challenge to the auditor, who is subject to estimation bias as they are unaware of the data distribution of the platform. To address these two issues, we present P2NIA, a novel auditing scheme that proposes a mutually beneficial collaboration for both the auditor and the platform. Extensive experiments demonstrate P2NIA's effectiveness in addressing both issues. In summary, our work introduces a privacy-preserving and non-iterative audit scheme that enhances fairness assessments using synthetic or local data, avoiding the challenges associated with traditional API-based audits.",,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,"Univ Rennes, Inria, CNRS, IRISA, Rennes, FranceUniv Quebec Montreal, Montreal, PQ, CanadaCNRS, LAAS, Toulouse, FranceInria, Paris, France",Univ RennesUniv Quebec MontrealCNRS,,,2025-08-07,PPRN:122761937,,
J,Jayaprakash Ramsaran,,,,,,,,,,,,,,,,,,Journal of Computer Science and Technology Studies,,,,7,5,,,314,327,,,,10.32996/jcsts.2025.7.5.39,,,,,,,Article,May 29 2025,2025,"This article presents a comprehensive framework for implementing responsible artificial intelligence in revenue lifecycle automation systems. As organizations increasingly deploy AI to enhance revenue operations through contract analysis, pricing optimization, and approval workflows, they face complex ethical considerations and compliance challenges. The framework addresses these challenges through five interconnected domains: fairness in algorithmic decision-making, explainability and transparency, data governance and privacy, human-in-the-loop controls, and compliance and auditability. Drawing from real-world implementations across financial services, technology, and regulated industries, the article outlines practical design patterns that balance innovation with ethical considerations. Case studies demonstrate how organizations have successfully applied these principles to contract intelligence and dynamic pricing systems, achieving both business value and ethical implementation. The article provides a phased implementation roadmap and explores current challenges and future research directions. By embedding responsible AI principles into revenue operations, organizations can mitigate risks while maximizing business value, ensuring systems operate equitably, transparently, and in alignment with organizational values and regulatory requirements.",,,,,,,,,0,0,0,0,0,0,0,,,,2709-104X,,,,,,,,,,,,,,2025-08-04,RC:157754660_S24,,
J,Nayab Farooq,,,,,,,,,,,,,,,,,,Annual Methodological Archive Research Review,,,,3,6,,,1,18,,,,10.63075/nb02bq32,,,,,,,Article,May 29 2025,2025,"By allowing highly targeted ads, tailored campaigns, and automated judgments, artificial intelligence (AI) is revolutionizing the advertising sector. These tools create major ethical questions even if efficiency increases output. They endanger trust, fairness, and consumer rights. The ethical problems in AI-driven advertising—including biased algorithms, manipulative strategies, privacy violations, lack of transparency, and hazards to consumer confidence—are examined in this study article under ethical perspective. AI systems can, for example, use personal data to affect consumer behavior in ways that blur the boundaries between persuasion and manipulation. Trained on faulty data, biased algorithms could ethically reject people or propagate prejudices. The article explores practical solutions to the ethical challenges raised by the use of artificial intelligence into advertising by combining academic study findings and regulatory agency guidelines. One of them is the development of ethical guidelines for the development of artificial intelligence (such as fairness and privacy concerns). By using thorough audit methods, biases can be discovered and transparency increased. The findings emphasize the significance of maintaining a balance between innovative thinking and accountability. Companies can build confidence and prevent harm by emphasizing ethical procedures. These principles include clarifying artificial intelligence-driven decisions, respecting user consent, and limiting data collection. According to the study's conclusions, long-term development in advertising driven by artificial intelligence depends on properly linking ethical duty with technological advancement. Unless these concerns are addressed, businesses run the risk of facing backlash from the public, legal challenges, and the loss of long-term consumer confidence. The ultimate objective is to ensure that the use of artificial intelligence in marketing does not violate the rights of consumers, in addition to maintaining fairness and respect for human dignity.",,,,,,,,,0,0,0,0,0,0,0,,,,3007-3197,,,,,,,,,,,,,,2025-08-04,RC:157638192_S24,,
J,"Yazdinejad, Abbas; Dehghantanha, Ali; Srivastava, Gautam",,,,"; Yazdinejad, Abbas/X-5602-2019; Srivastava, Gautam/N-5668-2019","Srivastava, Gautam/0000-0001-9851-4103;",,,,,AP2FL: Auditable Privacy-Preserving Federated Learning Framework for Electronics in Healthcare,,,,,,,,IEEE TRANSACTIONS ON CONSUMER ELECTRONICS,,,,70,1,,,2527,2535,,,,10.1109/TCE.2023.3318509,,,,,,,Article,FEB 2024,2024,"The growing application of machine learning (ML) techniques in healthcare has led to increased interest in federated learning (FL), which enables the secure and private training of robust ML models. However, conventional FL methods often fall short of providing adequate privacy protection and face challenges in handling non-independent and identically distributed (Non-IID) training data. These shortcomings are of significant concern when employing FL in electronic devices in healthcare. To address these issues, we propose an Auditable Privacy-Preserving Federated Learning (AP2FL) model tailored for electronics in healthcare settings. By leveraging Trusted Execution Environments (TEE), AP2FL ensures secure training and aggregation processes on both client and server sides, effectively mitigating data leakage risks. To manage Non-IID data within the proposed framework, we incorporate the Active Personalized Federated Learning (ActPerFL) model and Batch Normalization (BN) techniques to consolidate user updates and identify data similarities. Additionally, we introduce an auditing mechanism in AP2FL that reveals the contribution of each client to the FL process, facilitating the updating of the global model following diverse data types and distributions. In other words, it ensures the FL process's integrity, transparency, fairness, and robustness. Our results demonstrate that the proposed AP2FL model outperforms existing methods in accuracy and effectively eliminates privacy leakage.",,,,,,,,,54,0,0,0,1,0,59,,,0098-3063,1558-4127,,,,,,,,,,"Univ Guelph, Cyber Sci Lab, Canada Cyber Foundry, Guelph, ON N1G 4S7, CanadaBrandon Univ, Dept Math & Comp Sci, Brandon, MB R7A 6A9, CanadaChina Med Univ, Res Ctr Interneural Comp, Taichung 404, TaiwanLebanese Amer Univ, Dept Comp Sci & Math, Beirut 11022801, Lebanon",,,,2024-06-17,WOS:001244813000353,,
J,Nisheedh Raveendran,,,,,,,,,,,,,,,,,,Global Journal of Engineering and Technology Advances,,,,24,1,,,16,27,,,,10.30574/gjeta.2025.24.1.0212,,,,,,,Article,Jul 30 2025,2025,"Information retrieval systems face unprecedented regulatory complexity as healthcare privacy requirements, European data protection mandates, and digital market oversight converge to create multifaceted compliance challenges. The Health Insurance Portability and Accountability Act extends beyond traditional medical records to encompass search queries, user interactions, and behavioral analytics within healthcare environments, requiring sophisticated access controls and audit mechanisms. The General Data Protection Regulation introduces comprehensive data subject rights, including erasure, portability, and consent management, that demand fundamental architectural modifications across distributed processing systems. Digital Markets Act obligations for gatekeeper platforms mandate algorithmic transparency, interoperability requirements, and fairness monitoring that conflict with traditional optimization objectives. Technical implementation challenges encompass data minimization principles in large-scale indexing, cross-border data transfer mechanisms, machine learning model explainability, and bias detection across diverse user populations. Privacy-preserving technologies, including differential privacy, federated learning, and homomorphic encryption, offer pathways for maintaining compliance while preserving analytical capabilities, though practical deployment requires substantial expertise and computational overhead. Compliance-focused architecture patterns emphasizing modular audit systems, comprehensive data governance, and flexible design principles enable adaptation to evolving regulatory requirements. The regulatory landscape continues evolving rapidly with emerging artificial intelligence governance frameworks, cross-border enforcement coordination, and industry standardization efforts that will reshape information retrieval system development.",,,,,,,,,0,0,0,0,0,0,0,,,,2582-5003,,,,,,,,,,,,,,2025-08-04,RC:157943943_S24,,
J,"Muchtar, Jarot; Soeleman, Moch Arief",,,,,,,,,,,,,,,,,,Jurnal Ilmu Kepolisian,,,,19,2,,,15,24,,,,10.35879/jik.v19i2.646,,,,,,,Article,Aug 26 2025,2025,"We develop a predictive model to enhance digital leadership among Indonesian National Police (Polri) officers, addressing the pressing need for technological proficiency in modern law enforcement. Digital leadership, vital for combating cyber threats and improving operational efficiency, remains underdeveloped in Polri due to limited technological skills and a lack of systematic leadership identification. We train machine learning models on 564 anonymized officer records, incorporating attributes like rank, position, and education, guided by Transformational, Adaptive, and Contingency Leadership theories. The Light GBM model excels, achieving an F1 Score of 0.9674, a Log Loss of 0.2244, a Cohen's Kappa of 0.9616, and a Matthews Correlation Coefficient of 0.9620, demonstrating high predictive accuracy. This model empowers Polri to identify officers with strong digital leadership potential, enabling targeted training programs and strategic personnel selection to drive digital transformation. We prioritize ethical deployment by excluding sensitive attributes, such as religion and gender, to mitigate bias and employ k-anonymity to safeguard data privacy. Fairness audits and interpretable outputs ensure equitable and transparent decision-making. Our approach aligns with global policing trends, offering a scalable solution to enhance leadership in tech-driven environments. By integrating robust technical performance with ethical safeguards, this study contributes to Polri’s strategic goals and sets a foundation for future research in diverse policing contexts. We advocate for continuous model monitoring to sustain fairness and effectiveness in real-world applications.",,,,,,,,,0,0,0,0,0,0,0,,,,2621-8410,,,,,,,,,,,,,,2025-08-29,RC:159180804_S24,,
J,"Akhundov, Ayaz",,,,,,,,,,,,,,,,,,Porta Universorum,,,,1,4,,,169,177,,,,10.69760/portuni.0104017,,,,,,,Article,May 24 2025,2025,"Ethical reflection has become central to the development of contemporary technologies, influencing design, implementation, and oversight. This article critically examines how ethical principles shape modern technology, focusing on areas such as artificial intelligence, biotechnology, surveillance, and digital platforms. The discussion begins by defining technology ethics and outlining its historical evolution, noting how public controversies often spur ethical discourse. Key normative theories (utilitarianism, deontology, virtue ethics) are reviewed and applied to technology contexts, drawing on Kant’s emphasis on human dignity and Rawls’s justice-as-fairness. We then survey current ethical challenges – including algorithmic bias, privacy infringement, autonomous systems dilemmas, and environmental impacts – with examples from both developed and developing regions. Several case studies illustrate these challenges in practice: the Cambridge Analytica data scandal (privacy and democracy), OpenAI’s ChatGPT (AI biases and misinformation), and facial-recognition misclassification (discrimination). We review global regulatory responses, from the EU’s GDPR and AI Act to UNESCO guidelines and OECD principles, highlighting how they enshrine values like transparency, accountability, and human rights. Finally, the paper advocates fostering an ethical culture through education, professional codes of conduct, and algorithmic audits, drawing on examples like ACMIEEE ethics codes and emerging audit frameworks. This comprehensive analysis emphasizes that only through international cooperation and multidisciplinary engagement can technology advance in ways that respect fundamental ethical values and social well-being.",,,,,,,,,0,0,0,0,0,0,0,,,,3030-2234,,,,,,,,,,,,,,2025-08-04,RC:157641984_S24,,
J,"Zhou, Junhao; Chen, Yufei; Shen, Chao; Zhang, Yang",,,,"CHEN, YUFEI/KRO-7149-2024; chao, shen/M-1619-2019",,,,,,Property Inference Attacks Against GANs,,,,,,,,Arxiv,,,,,,,,,,,1,,arXiv:2111.07608,,,,,,,preprint,Nov 15 2021,2021,"While machine learning (ML) has made tremendous progress during the past decade, recent research has shown that ML models are vulnerable to various security and privacy attacks. So far, most of the attacks in this field focus on discriminative models, represented by classifiers. Meanwhile, little attention has been paid to the security and privacy risks of generative models, such as generative adversarial networks (GANs). In this paper, we propose the first set of training dataset property inference attacks against GANs. Concretely, the adversary aims to infer the macro-level training dataset property, i.e., the proportion of samples used to train a target GAN with respect to a certain attribute. A successful property inference attack can allow the adversary to gain extra knowledge of the target GAN's training dataset, thereby directly violating the intellectual property of the target model owner. Also, it can be used as a fairness auditor to check whether the target GAN is trained with a biased dataset. Besides, property inference can serve as a building block for other advanced attacks, such as membership inference. We propose a general attack pipeline that can be tailored to two attack scenarios, including the full black-box setting and partial black-box setting. For the latter, we introduce a novel optimization framework to increase the attack efficacy. Extensive experiments over four representative GAN models on five property inference tasks show that our attacks achieve strong performance. In addition, we show that our attacks can be used to enhance the performance of membership inference against GANs.",,,,,,,,,9,0,0,0,1,0,10,,,,,,,,,,,,,,"Xian Jiaotong Univ, Fac Elect & Informat Engn, Xian, Peoples R ChinaCISPA Helmholtz Ctr Informat Secur, Saarbrucken, Germany",CISPA Helmholtz Ctr Informat Secur,,,2022-11-15,PPRN:11953501,,
J,"Jongsoo, Yoon",,,,,,,,,,"Realization of the Right to Information Self-determination and Utilization of Data in the Interoperability System of IoT, Blockchain and AI",,,"사물인터넷, 블록체인, 인공지능의 상호운용에 있어서 개인정보자기결정권의 실현 및 데이터 이용 활성화",,,,,Journal of Korea Infomation Law,정보법학,,,24,3,,,107,148,,,,,,,,,,,research-article,2020,2020,"The features of IoT(Internet of Things), Blockchain and AI(Artificial Intelligence), such as continuous processing of vast amounts of data, flexibility and variability in the scope and purpose of use, distributed processing by multiple actors, automated processing without human intervention, and complexity of data analysis, -inevitably lead to conflict with personal information protection laws. In particular, it is not easy to obtain prior consent, as informed consent, of data subjects in such a technology environment. Some solutions for this problem have been proposed, but there is a further fundamental issue that the practice of personal information protection laws have heavily relied on the prior consent mechanism.It causes that other mechanism for personal information protection is treated lightly and all the responsibility for personal information protection is shifted to the data subject. The data subject who can’t understand or is unconcerned with the effect of consent is making reckless consent or reject categorically without any consideration of implication of sharing information. The processor of personal information who use a consent of the data subject as a means of exemption is trying to obtain the consent by the irregular and evasional way.On the other hand, the processor who really tries to obtain the informed consent of the data subject is confronting the unreasonable cost of regulation and increasing legal risks in the IoT and AI environment. In this situation, the new introduced pseudonymized information system replacing consent with de-identification processing is criticized by both the data subject and the processor due to legal uncertainty and insufficient protection of data subject.While the consent of the data subject is just a passive expression of permission and one of the various legal basis for lawful processing of personal information, the right to informational self-determination as a constitutional fundamental right and moral right is an active right which can control autonomously the flow of personal information in the modern informational society. Therefore, it is wrong understanding to recognize the right of the consent of the data subject as the right to information self-determination, or an essential content of the right to information self-determination. The right to information self-determination can be realized by active protection of data subject interest and expansion of the use of data, not by passive consent. The data subject and the processor should be cooperative through a fair agreement to obtain a mutual benefit when utilizing personal information. We should focus on guaranteeing the rights of data subject for active involvement in the entire process of personal information and the post-control through the enhancement of transparency and auditability. It is very important in the interoperability model of IoT, blockchain and AI which can create social and economic values by using data flow. Also, the data subject should not bear all the burden of the protection of the right to information self-determination, but the public and the private sectors as well as the data subject need to share the burden. Therefore, the key is how to build a governance system based on ethical legitimacy and mutual trust. We can realize the fair agreement model upgraded from the consent model by using data platforms often mentioned in the era of artificial intelligence and big data. The data subject can keep control of his/her personal information and make use of it effectively with a MyData model that has technical support such as data management and storage systems such as PIMS and PDS and legal support of right to data portability. But It is not sufficient for the fair agreement model. So, a data trust model in which a trustee with great expertise and resources negotiates with processor and participates in the entire process of personal information and the post-control instead of data subject need to be considered. And the interoperability model of IoT, blockchain and AI can support this data trust model effectively.",,,,"데이터 경제의 핵심기술인 사물인터넷, 블록체인, 인공지능의 방대한 데이터의 상시 처리, 활용 범위 및 목적의 유연성과 변동성, 분산처리 및 자동처리, 데이터 분석의복잡성은 필연적으로 개인정보 보호법제와 충돌한다. 특히 고지에 의한 동의(informed consent)를 충족해야 하는 정보주체의 사전동의를 받는 것이 쉽지 않다. 이문제를 해결하기 위한 다양한 방안이 시도되지만, 보다 근본적인 문제는 우리의 개인정보 보호법제와 그 운용이 정보주체의 동의에 지나치게 의존하고 있다는 점에 있다.동의 제도에 대한 지나친 의존은 나머지 정보보호 메커니즘을 소홀하게 만들고, 정보주체에게 모든 책임을 전가한다. 동의에 따른 결과를 정확하게 이해하지 못하고 그럴의사도 없는 정보주체는 형식적인 동의를 남발하거나 정보이용의 함의에 대한 이해없이 무조건 동의를 거절하고, 정보주체의 동의를 면책수단으로만 활용하려는 정보처리자는 변칙적이고 탈법적인 방법으로 동의를 확보한다. 한편, 제대로 정보주체로부터 동의를 받고자 하는 정보처리자에게 엄격한 사전동의 제도는 비합리적인 규제이며, 특히 사물인터넷, 블록체인, 인공지능 기술환경에서 법적 리스크를 증가시키는원인이 된다. 동의의 비중이 과도한 이런 상황에서 비식별처리로 동의를 대체하는 가명정보 제도는 그 적정성을 엄격하게 판단할 수 밖에 없어 여전히 법적 불확실성이해소되지 않는다는 비판과 함께, 동의를 대체하는 것에만 집중한 나머지 정보주체가정보처리에 관여할 수 있는 여지를 오히려 축소시켜 정보주체의 보호에도 미흡하다는 비판을 동시에 받고 있다. 정보주체의 동의는 침해의 위법성을 조각시키는 소극적, 수동적인 의사표시로서 개인정보처리의 여러 법적 근거 중 하나일 뿐이다. 반면 정보주체의 헌법적 기본권이자 인격권인 개인정보자기결정권은 고도로 정보화된 현대사회에서 자신에 대한 정보를 자율적으로 통제하는 적극적, 능동적 권리이다. 따라서 정보주체의 동의권을 개인정보자기결정권과 같은 권리, 또는 개인정보자기결정권의 본질적인 내용으로 받아들여 정보주체의 동의를 얻어야만 개인정보자기결정권이 실현되는 것으로 받아들이는 것은 잘못이다. 개인정보자기결정권의 실현은 동의에 의한소극적, 수동적 자율성보호에 의존할 게 아니라 적극적, 능동적인 이익 보호로서 정보주체의 이익을 보호하고 동시에 데이터 활용을 확대시키는 것이 되어야 한다. 즉 정보주체와 정보처리자가 함께 개인정보 할용으로 상호이익을 얻기 위해 협력하는 공정한 합의 모델이 되어야 한다. 이를 위해서는 개인정보 전 처리과정에서 정보주체의참여를 적극 보장하고, 투명성과 감사가능성 등 사후관여, 사후통제 실현에 초점을 맞추어야 한다. 이는 데이터의 흐름과 활용을 통해 사회, 경제적 가치를 창출하는 사물인터넷, 블록체인, 인공지능 기술의 상호운용에서 매우 중요한 의미를 갖는다. 나아가고도 정보사회에서 개인의 결정의 자유와 자유민주체제의 근간을 보존하기 위한 필요 최소한의 헌법적 보장장치로 개인정보자기결정권을 이해한다면, 개인정보자기결정권의 보호는 어는 한 주체에 모든 부담이 주어져서는 안되고, 정보주체와 공공, 민간이 함께 그 부담을 나누어야 한다. 따라서 개인정보의 적극적, 능동적 이익 보호 모델은 거버넌스 구조를 띄게 된다. 개인정보자기결정권의 실현을 위한 적극적, 능동적모델은 윤리적 정당성과 상호신뢰에 기반을 둔 거버넌스 시스템을 어떻게 구축할 것인지가 핵심이다. 동의 모델에서 진화한 공정한 합의 모델은 합의 내용과 과정에서의투명성과 공정성을 보장하면서 이해당사자들의 참여에 의한 의사결정을 주도적으로실현할 수 있는 장치가 필요한 바, 최근 등장하는 데이터 플랫폼들을 활용할 수 있다.PIMS, PDS와 같은 데이터 관리, 저장시스템 등의 기술적 지원과 데이터 이동권에 의해 뒷받침 되는 마이데이터 모델은 정보주체가 통제권을 잃지 않으면서 효율적으로자신의 정보를 활용할 수 있다. 다만 그것만으로는 동의 제도의 한계를 넘는 공정한합의 모델이 되기에는 부족하다. 전문성과 역량을 가진 수탁자가 정보주체의 정보부족과 미흡한 협상력을 보완하여 위임의 범위 내에서 정보주체 대신 구체적인 합의를도출하고 사후 모니터링과 정기적인 리포트를 통해 정보처리에 지속적으로 관여하는데이터 신탁 플랫폼이 중요한 의미를 갖는다. 사물인터넷, 블록체인, 인공지능의 상호운용은 이를 효과적으로 뒷받침 할 수 있을 것이다.",,,,,0,0,0,0,0,0,0,,,1598-5911,,,,,,,,,,,,,,,2021-06-22,KJD:ART002671185,,
J,"Alshareet, Osama; Awasthi, Anjali",,,,"Alshareet, Osama/KAL-9892-2024; Awasthi, Anjali/MVV-7555-2025",,,,,,A Novel Framework for Integrating Blockchain-Driven Federated Learning with Neural Networks in E-Commerce,,,,,,,,JOURNAL OF NETWORK AND SYSTEMS MANAGEMENT,,,,33,3,,,,,56,,,10.1007/s10922-025-09928-x,,,,,,,Article,JUL 2025,2025,"Federated learning (FL) enables collaborative model training without raw data sharing; however, its decentralized architecture remains vulnerable to inference attacks, malicious updates, and opaque governance. To address these challenges, we introduce an end-to-end framework integrating FL with permissioned blockchain technology, systematically guided by TRIZ innovation principles, ensuring verifiable, privacy-preserving, and ethically accountable machine learning collaborations. Our framework integrates multi-layered security measures, including encrypted local model updates, blockchain-based smart-contract consensus mechanisms for secure global aggregation, and an immutable complaint-redress system that transparently records grievances, initiates forensic audits, and documents remedial actions. Employing iterative ARIZ cycles, we effectively resolve the contradiction between strict data locality and collective model intelligence. The proposed pipeline comprises eight structured phases: cryptographic initialization, heterogeneous data preparation, dual-model instantiation, client-side optimization, weighted model aggregation, ledger anchoring, proactive dispute resolution, and comprehensive performance evaluation. Experimental evaluations on textual datasets with deliberately designed non-IID distributions demonstrate stable convergence, reduced communication overhead, and robust predictive accuracy across diverse client scenarios. Validation using recurrent neural networks and linear models for e-commerce sentiment analysis, clinical note triage, and vehicular telemetry illustrates the framework's domain-agnostic versatility. Privacy analyses using gradient-inversion attacks and efficiency benchmarks under varied bandwidth and participation levels confirm robustness. Comparative analysis reveals our approach offers enhanced adaptability, richer analytical capabilities, and explicit ethical integration compared to existing blockchain-enhanced FL solutions. Ultimately, this research proposes a pathway towards transparent, human-centered artificial intelligence systems, harmonizing regulatory compliance, organizational objectives, and societal trust without compromising technical performance. Future studies will explore alternative blockchain consensus mechanisms, formal fairness assessments, and pilot deployments in healthcare and financial sectors.",,,,,,,,,0,0,0,0,0,0,0,,,1064-7570,1573-7705,,,,,,,,,,"Concordia Univ, Concordia Inst Informat Syst Engn, Montreal, PQ, Canada",,,,2025-06-08,WOS:001501159300001,,
B,"Rastegarpanah, Bashir",,,,,,,,,,Tools for Responsible Decision-Making in Machine Learning,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dissertation/Thesis,Jan 01 2021,2021,,,,,,,,,,0,0,0,0,0,0,0,,,,,979-8-209-87677-9,,,,,,,,,"Boston University, Computer Science GRS, Massachusetts, United States",Boston University,,,,PQDT:51243091,,
J,"Huynh, Trung Dong; Tsakalakis, Niko; Helal, Ayah; Stalla-Bourdillon, Sophie; Moreau, Luc",,,,,,,,,,Addressing Regulatory Requirements on Explanations for Automated Decisions with Provenance—A Case Study,,,,,,,,Digital Government Research and Practice,,,,2,2,,,1,14,,,,10.1145/3436897,,,,,Jan 2021,,Article,Apr 30 2021,2021,"AI-based automated decisions are increasingly used as part of new services being deployed to the general public. This approach to building services presents significant potential benefits, such as the reduced speed of execution, increased accuracy, lower cost, and ability to adapt to a wide variety of situations. However, equally significant concerns have been raised and are now well documented such as concerns about privacy, fairness, bias, and ethics. On the consumer side, more often than not, the users of those services are provided with no or inadequate explanations for decisions that may impact their lives. In this article, we report the experience of developing a socio-technical approach to constructing explanations for such decisions from their audit trails, or provenance, in an automated manner. The work has been carried out in collaboration with the UK Information Commissioner’s Office. In particular, we have implemented an automated Loan Decision scenario, instrumented its decision pipeline to record provenance, categorized relevant explanations according to their audience and their regulatory purposes, built an explanation-generation prototype, and deployed the whole system in an online demonstrator.",,,,,,,,,6,0,0,0,0,0,10,,,,2639-0175,,,,,,,,,,"Kings Coll, London, UKUniversity of Southampton, Southampton, United Kingdom",Univ Southampton,,,2025-07-11,RC:155403220_S24,,
J,"Zeng, Honghong; Lou, Jiong; Li, Kailai; Wu, Chentao; Xue, Guangtao; Luo, Yuan; Cheng, Fan; Zhao, Wei; Li, Jie",,,,"; Li, Jie/NTR-4993-2025","Li, Jie/0000-0002-4974-6116;",,,,,ESFL: Accelerating Poisonous Model Detection in Privacy-Preserving Federated Learning,,,,,,,,IEEE TRANSACTIONS ON DEPENDABLE AND SECURE COMPUTING,,,,22,4,,,3780,3794,,,,10.1109/TDSC.2025.3541633,,,,,,,Article,JUL-AUG 2025,2025,"Privacy-preserving federated learning (PPFL) is a promising secure distributed learning paradigm, which enables collaborative training of a global machine learning model through sharing encrypted local models instead of sensitive raw data. PPFL, however, is vulnerable to model poisoning attacks. Most existing Byzantine-robust PPFL solutions typically employ two non-colluding servers to achieve secure model detection and aggregation by executing interactive security protocols, which incur considerable computation and communication overheads. To tackle this issue, we propose an efficient and secure federated learning (ESFL) technique to accelerate the detection of poisonous models in PPFL. First, to improve computational efficiency, we construct a lightweight non-interactive efficient decryption functional encryption (NED-FE) scheme to protect the data privacy of local models. Then, to ensure high communication performance, we elaborately design a non-interactive privacy-preserving robust aggregation strategy, which efficiently detects the blind poisonous models and aggregates benign models. Finally, we implement ESFL and conduct extensive theoretical analysis and experiments. The numerical results demonstrate that ESFL not only achieves the confidentiality and robustness design goals but also maintains high efficiency. Compared with the baseline, ESFL effectively reduces the aggregation latency by up to 88%.",,,,,,,,,0,0,0,0,0,0,0,,,1545-5971,1941-0018,,,,,,,,,,"Shanghai Jiao Tong Univ, Dept Comp Sci & Engn, Shanghai 200000, Peoples R ChinaYancheng Blockchain Res Inst, Hengyang 421000, Hunan, Peoples R ChinaShanghai Key Lab Trusted Data Circulat & Governanc, Shanghai 200000, Peoples R ChinaWeb3, Shanghai 200000, Peoples R ChinaChinese Acad Sci, Shenzhen Inst Adv Technol, Shenzhen 518000, Peoples R China",Yancheng Blockchain Res InstShanghai Key Lab Trusted Data Circulat & GovernancWeb3,,,2025-07-24,WOS:001531376500009,,
